1.25 971.60 0.15 1.0 1.0
1.43 850.60 0.15 1.0 1.0
1.67 857.30 0.15 1.0 1.0
2.00 697.00 0.15 1.0 1.0
2.50 674.90 0.15 1.0 1.0
3.33 666.10 0.15 1.0 1.0
