1.25 929.20 0.15 1.0 1.0
1.43 815.60 0.15 1.0 1.0
1.67 827.90 0.15 1.0 1.0
2.00 667.10 0.15 1.0 1.0
2.50 629.00 0.15 1.0 1.0
3.33 556.30 0.15 1.0 1.0
