1.25 933.60 0.15 1.0 1.0
1.43 816.20 0.15 1.0 1.0
1.67 832.10 0.15 1.0 1.0
2.00 673.20 0.15 1.0 1.0
2.50 646.30 0.15 1.0 1.0
3.33 574.60 0.15 1.0 1.0
