1.25 938.80 0.15 1.0 1.0
1.43 821.20 0.15 1.0 1.0
1.67 838.90 0.15 1.0 1.0
2.00 679.90 0.15 1.0 1.0
2.50 660.70 0.15 1.0 1.0
3.33 594.00 0.15 1.0 1.0
