1.25 936.20 0.15 1.0 1.0
1.43 817.40 0.15 1.0 1.0
1.67 834.90 0.15 1.0 1.0
2.00 676.40 0.15 1.0 1.0
2.50 654.40 0.15 1.0 1.0
3.33 584.10 0.15 1.0 1.0
