1.25 931.10 0.15 1.0 1.0
1.43 815.70 0.15 1.0 1.0
1.67 829.90 0.15 1.0 1.0
2.00 670.40 0.15 1.0 1.0
2.50 637.40 0.15 1.0 1.0
3.33 564.80 0.15 1.0 1.0
