1.25 958.00 0.15 1.0 1.0
1.43 841.30 0.15 1.0 1.0
1.67 851.10 0.15 1.0 1.0
2.00 693.30 0.15 1.0 1.0
2.50 670.90 0.15 1.0 1.0
3.33 631.50 0.15 1.0 1.0
